Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq
CHEMBL575523,,,370.88,0.0,4.12,7,CCN(CCN)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',5.47,nM,8.26,,,UO_0000065,0,CHEMBL1037601,organism-based format,,CHEMBL1154601,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum 3D7 assessed as inhibition of parasite growth after 48 hrs by [3H]hypoxanthine reuptake assay,3D7,8.26,high_potency,8.26,chloroquine susceptible,CQS,elite,2,7375
CHEMBL3233357,,,323.4,1.0,5.48,5k,c1ccc(CNc2nc3ccccc3c3[nH]c4ccccc4c23)cc1,IC50,'=',18.6,nM,7.73,,,UO_0000065,0,CHEMBL3268861,organism-based format,,CHEMBL3259682,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine-sensitive Plasmodium falciparum NF54 after 48 hrs by [3H]-hypoxanthine incorporation assay,NF54,7.73,high_potency,7.73,erythrocytic stage of chloroquine sensitive,CQS,elite,1,4725
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',18.0,nM,7.75,,,UO_0000065,0,CHEMBL5244554,organism-based format,Erythrocyte,CHEMBL5244209,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte incubated for 72 hrs by SYBR green I staining based fluorescence assay,3D7,7.74,high_potency,7.191852,chloroquine sensitive,CQS,elite,271,7375
CHEMBL1083993,AMIODARONE HYDROCHLORIDE,4.0,681.78,2.0,6.94,NCGC00093613-01,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IC50,'=',3162.28,nM,5.5,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,5.5,inactive,5.5,,,inactive,7,983
CHEMBL2334052,,,486.66,0.0,3.49,49j,C[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(N2CCN(C)CC2)cc1)c1ccccc1,IC50,'=',8.5,nM,8.07,,,UO_0000065,0,CHEMBL2342741,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 72 hrs by [3H]hypoxanthine incorporation assay in presence of 50 % serum,NF54,8.07,high_potency,8.065,chloroquine sensitive,CQS,elite,4,4725
CHEMBL218335,,,319.36,0.0,4.15,21,COc1ccc(C(=O)/C=C/c2cnc3ccccc3c2)cc1OC,IC50,'=',3400.0,nM,5.47,,,UO_0000065,0,CHEMBL855651,organism-based format,,CHEMBL1138870,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum D6,D6,5.47,inactive,5.47,,,inactive,2,2297
CHEMBL4954551,,,339.44,0.0,4.04,1689414,CC(=O)c1cc(-c2cc(O)cc(CC[C@H]3CCCCN3)c2)ccc1O,IC50,'=',1550.0,nM,5.81,,,UO_0000065,0,CHEMBL4888490,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in Dd2 pLDH assay, at 72h",Dd2,5.81,inactive,5.81,,,inactive,4,3864
CHEMBL506,PRIMAQUINE,4.0,259.35,0.0,2.78,primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,'=',643.0,nM,6.19,,,UO_0000065,0,CHEMBL2344483,organism-based format,,CHEMBL2331487,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum K1 assessed as inhibition of [3H] hypoxanthine uptake by liquid scintillation counting,K1,6.19,active,6.265,,,active,33,5948
CHEMBL1255585,,,427.03,0.0,3.68,NCGC00094320-01,CCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@H](O)c1ccccc1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,5.2,inactive,5.2,,,inactive,7,983
CHEMBL450192,,,650.85,2.0,5.17,8,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3CC4(CC[C@@]32C)OOC(C)(C)OO4)[C@@H]2CC[C@H]([C@H](C)CCC(=O)NCCN(C)C)[C@@]12C,IC50,'=',7.16,nM,8.14,,,UO_0000065,0,CHEMBL950580,organism-based format,,CHEMBL1157528,1,Scientific Literature,Bioorg Med Chem,,"Antimalarial activity against mefloquine, chloroquine and quinine-resistant Plasmodium falciparum TM91C235",TM91-C235,8.15,high_potency,8.15,mefloquine chloroquine and quinine resistant,"CQR, QR",elite,3,580
CHEMBL2071257,,,531.01,1.0,2.28,2d,Cc1cn([C@H]2C[C@H](NC(=O)NCCCCCNc3ccnc4cc(Cl)ccc34)[C@@H](CO)O2)c(=O)[nH]c1=O,IC50,'=',8020.0,nM,5.1,,,UO_0000065,0,CHEMBL2072872,organism-based format,,CHEMBL2069294,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against drug resistant Plasmodium falciparum Dd2 ring stage cells assessed as reduction parasitemia by Malstat assay,Dd2,5.1,inactive,5.1,drug resistant,MDR,inactive,2,3864
CHEMBL2373964,,,346.47,0.0,3.47,9,COC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@H](C[C@H]4O[C@]412)[C@]1(CO1)C3,IC50,'=',6900.0,nM,5.16,,,UO_0000065,0,CHEMBL2342603,organism-based format,,CHEMBL2331420,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human erythrocytes assessed as inhibition of parasite growth after 24 hrs by [3H]hypoxanthine incorporation assay,W2,5.16,inactive,5.16,chloroquine resistant,CQR,inactive,1,5923
CHEMBL5432614,,,534.09,2.0,5.52,72h,O=C(c1ccc(Nc2nccc(NCCCNc3ccnc4cc(Cl)ccc34)n2)cc1)N1CCSCC1,IC50,'=',32.0,nM,7.5,,,UO_0000065,0,CHEMBL5329400,organism-based format,,CHEMBL5329153,1,Scientific Literature,RSC Med Chem,,Antimalarial activity against Chloroquine sensitive Plasmodium falciparum D6 assessed as parasitic growth inhibition,D6,7.49,active,7.49,chloroquine sensitive,CQS,active,2,2297
CHEMBL2071254,,,727.34,,,1a,Cc1cn([C@H]2C[C@H](NC(=O)NCCNc3ccnc4cc(Cl)ccc34)[C@@H](CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O2)c(=O)[nH]c1=O,IC50,'=',370.0,nM,6.43,,,UO_0000065,0,CHEMBL2072871,organism-based format,,CHEMBL2069294,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 ring stage cells assessed as reduction parasitemia by Malstat assay,3D7,6.43,active,6.43,,,active,2,7375
CHEMBL3356384,,,513.69,2.0,7.04,10,c1ccc(Nc2cc3nc4ccccc4n(-c4ccccc4)c-3c/c2=N/C[C@H]2CCCN3CCCC[C@H]23)cc1,IC50,'=',240.0,nM,6.62,,,UO_0000065,0,CHEMBL3377300,organism-based format,,CHEMBL3351819,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,W2,6.62,active,6.62,chloroquine resistant,CQR,active,2,5923
CHEMBL408194,OBATOCLAX,3.0,317.39,0.0,4.49,18,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,IC50,'=',4950.0,nM,5.3,,,UO_0000065,0,CHEMBL1816226,organism-based format,,CHEMBL1811838,1,Scientific Literature,J Med Chem,,Antimalarial activity multidrug-resistant Plasmodium falciparum Dd2 after 72 hrs by SYBR Green I based fluorescence assay,Dd2,5.31,inactive,5.31,multidrug resistant,MDR,inactive,2,3864
CHEMBL1326,CHLOROQUINE PHOSPHATE,,417.87,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',530.0,nM,6.28,,,UO_0000065,0,CHEMBL5125646,organism-based format,,CHEMBL5120935,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against CQ-resistance Plasmodium falciparum W2 infected in A+ human blood assessed as reduction in parasite growth measured after 72 hrs by HRP2 ELISA,W2,6.28,active,6.28,,,active,3,5923
CHEMBL4867009,,,439.44,1.0,5.25,23d,Cc1nccc2c1[nH]c1ccc(OCCNC(=O)/C=C/c3cccc(C(F)(F)F)c3)cc12,IC50,'=',120.0,nM,6.92,,,UO_0000065,0,CHEMBL4829240,organism-based format,,CHEMBL4828716,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive erythrocytic stage Plasmodium falciparum 3D7 assessed as inhibition of parasite growth incubated for 3 days by HRP2-ELISA,3D7,6.92,active,6.92,chloroquine sensitive,CQS,active,2,7375
CHEMBL2023446,,,602.22,2.0,9.26,10g,CCOC(=O)c1c(C)nc(NCCCCCCCCCCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,IC50,'=',264.8,nM,6.58,,,UO_0000065,0,CHEMBL2025605,organism-based format,,CHEMBL2021854,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity chloroquine-sensitive Plasmodium falciparum 3D7 infected in human A+ erythrocytes assessed as inhibition of [3H]-hypoxanthine incorporation after 24 hrs by scintillation counting,3D7,6.58,active,6.58,chloroquine sensitive,CQS,active,2,7375
CHEMBL1580671,,,291.31,0.0,3.34,126,COc1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc1O,IC50,'=',5460.0,nM,5.26,,,UO_0000065,0,CHEMBL5326405,organism-based format,Erythrocyte,CHEMBL5325415,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Chloroquine-resistant Plasmodium falciparum RKL9 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs by Giemsa staining based analysis,RKL9,5.26,inactive,5.26,chloroquine resistant,CQR,inactive,3,105
CHEMBL5011715,,,434.45,0.0,3.91,1658059,COc1ccc2cccc(NC(=O)c3cc(-c4cc(OC)c(OC)c(OC)c4)n[nH]3)c2n1,IC50,'=',9770.0,nM,5.01,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.01,inactive,5.233333,,,inactive,3,4725
CHEMBL480,LANSOPRAZOLE,4.0,369.37,0.0,3.52,NCGC00023826-03,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,5.0,inactive,5.0,,,inactive,6,7375
CHEMBL3356385,,,578.2,2.0,7.66,11,Cc1ccc(Nc2cc3nc4ccccc4n(-c4ccc(C)cc4)c-3c/c2=N/C[C@@H]2CCCN3CCCC[C@H]23)cc1,IC50,'=',400.0,nM,6.4,,,UO_0000065,0,CHEMBL3377300,organism-based format,,CHEMBL3351819,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,W2,6.4,active,6.4,chloroquine resistant,CQR,active,2,5923
CHEMBL546400,,,354.54,0.0,4.13,20120,CC1CC1C(=O)NC1CCN(CC2(c3ccccc3)CCCCC2)CC1,IC50,'=',920.0,nM,6.04,,,UO_0000065,0,CHEMBL3832779,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum Dd2 IC50 (uM),Dd2,6.04,active,6.04,,,active,3,3864
CHEMBL5309456,,,420.56,0.0,3.59,1802994,O[C@H](COc1ccccc1CNCc1cc(-c2ccccc2)[nH]n1)CN1CCCCC1,IC50,'=',3890.0,nM,5.41,,,UO_0000065,0,CHEMBL4888490,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in Dd2 pLDH assay, at 72h",Dd2,5.41,inactive,5.41,,,inactive,4,3864
CHEMBL4800362,,,523.65,0.0,3.99,10; C196,NC1=NC(c2ccccc2)N(OCCCOc2cc(Cl)c(Cl)cc2Cl)C(N)=N1,IC50,'=',60.0,nM,7.22,,,UO_0000065,0,CHEMBL4768943,organism-based format,Erythrocyte,CHEMBL4765292,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 harboring DHFR N51I/C59R/S108N mutant infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation pretreated for 20 hrs followed by [3H]-hypoxanthine addition measured after 20 hrs by radioactivity method,W2,7.22,active,7.22,,,active,6,5923
CHEMBL2041764,,,390.12,1.0,6.26,3,Clc1ccccc1Sc1nc(C(Cl)(Cl)Cl)nc2ccccc12,IC50,'=',2800.0,nM,5.55,,,UO_0000065,0,CHEMBL2045333,organism-based format,,CHEMBL2040813,1,Scientific Literature,Bioorg Med Chem Lett,,"Antiplasmodial activity against chloroquine, pyrimethamine, and proguanil-resistant Plasmodium falciparum K1 infected in human A+ erythrocytes after 72 hrs by SYBR Green-I fluorescence-based method",K1,5.55,inactive,5.55,chloroquine pyrimethamine and proguanil resistant,"CQR, PYRR, PRGR",inactive,1,5948
CHEMBL5276330,,,708.89,2.0,7.72,2c,C[C@H]1[C@H](CCC(=O)c2ccc(C(=O)C[C@@H]3O[C@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)O[C@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',1.9,nM,8.72,,,UO_0000065,0,CHEMBL5257526,organism-based format,,CHEMBL5257025,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 assessed as reduction in malarial growth,NF54,8.72,high_potency,8.72,,,elite,1,4725
CHEMBL513617,,,382.9,0.0,4.19,43,CN(C)c1cccc(C(=O)NCCCNc2ccnc3cc(Cl)ccc23)c1,IC50,'=',449.0,nM,6.35,,,UO_0000065,0,CHEMBL1018964,organism-based format,,CHEMBL1139313,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3 after 72 hrs,HB3,6.35,active,6.35,chloroquine sensitive,CQS,active,2,983
CHEMBL4085091,,,355.83,0.0,3.82,4a,Clc1ccc2c(NCCNCc3ccc4c(c3)OCO4)ccnc2c1,IC50,'=',50.0,nM,7.3,,,UO_0000065,0,CHEMBL4012308,cell-based format,,CHEMBL4011605,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in red blood cells after 72 hrs by Malstat reagent based LDH assay,W2,7.3,active,7.3,chloroquine resistant,CQR,active,2,5923
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',18.0,nM,7.75,,,UO_0000065,0,CHEMBL5244554,organism-based format,Erythrocyte,CHEMBL5244209,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte incubated for 72 hrs by SYBR green I staining based fluorescence assay,3D7,7.74,high_potency,7.191852,chloroquine sensitive,CQS,elite,271,7375
CHEMBL2237688,,,353.81,0.0,4.8,B9,COc1ccc(/C=C/C(=O)c2cc3ccccc3nc2Cl)cc1OC,IC50,'=',510.5,nM,6.29,,,UO_0000065,0,CHEMBL3063284,single protein format,,CHEMBL3046787,1,Scientific Literature,Med Chem Res,,Inhibition of Plasmodium falciparum W2,W2,6.29,active,6.29,,,active,2,5923
CHEMBL4081368,,,402.93,1.0,5.53,3,CN(Cc1cccc(CNc2ccnc3cc(Cl)ccc23)c1)Cc1ccccn1,IC50,'=',124.0,nM,6.91,,,UO_0000065,0,CHEMBL4027139,assay format,,CHEMBL4024765,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant synchronized trophozoite stage of Plasmodium falciparum Dd2 after 48 hrs by NBT dye based LDH assay,Dd2,6.91,active,6.91,chloroquine resistant,CQR,active,3,3864
CHEMBL260608,,,348.92,0.0,4.01,4b,CCN(CC)CCCNCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',27.3,nM,7.56,,,UO_0000065,0,CHEMBL933737,organism-based format,,CHEMBL1144696,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum HB3 after 72 hrs by SYBR green 1 assay,HB3,7.56,high_potency,7.56,chloroquine sensitive,CQS,elite,4,983
CHEMBL2030290,,,431.36,1.0,6.35,8a,Cc1c(-c2c(F)cc(-c3ccc(OC(F)(F)F)cc3)cc2F)[nH]c2ccccc2c1=O,IC50,'=',940.0,nM,6.03,,,UO_0000065,0,CHEMBL2033120,organism-based format,,CHEMBL2029230,1,Scientific Literature,J Med Chem,,Antimalarial activity against blood stage forms of Plasmodium falciparum 3D7 infected in human erythrocytes,3D7,6.03,active,6.03,,,active,1,7375
CHEMBL1928425,,,522.61,2.0,7.93,34,c1cc(OCc2ccccc2COc2cccc(-c3nc4ccccc4[nH]3)c2)cc(-c2nc3ccccc3[nH]2)c1,IC50,'=',340.0,nM,6.47,,,UO_0000065,0,CHEMBL1931806,organism-based format,,CHEMBL1926599,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 assessed as inhibition of [3H]hypoxanthine incorporation incubated for 48 hrs prior to [3H] hypoxanthine addition measured after 24 hrs by liquid scintillation counting,K1,6.47,active,6.47,chloroquine and pyrimethamine resistant,"CQR, PYRR",active,1,5948
CHEMBL5178757,,,367.81,0.0,1.16,73a,COC1=C(Cc2ccc(Cl)cc2)C(=O)C2=C(NCCS2(=O)=O)C1=O,IC50,'=',1900.0,nM,5.72,,,UO_0000065,0,CHEMBL5113977,organism-based format,,CHEMBL5113376,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum D10,D10,5.72,inactive,5.72,,,inactive,2,1503
CHEMBL509849,DISCORHABDIN C,,463.13,0.0,2.93,4,O=C1C(Br)=CC2(C=C1Br)CCNC1=C2C2=NCCc3c[nH]c(c32)C1=O,IC50,'=',2000.0,nM,5.7,,,UO_0000065,0,CHEMBL1099797,organism-based format,,CHEMBL1155437,1,Scientific Literature,J Nat Prod,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as parasite LDH activity after 72 hrs by malstat reagent method,W2,5.7,inactive,5.7,chloroquine resistant,CQR,inactive,2,5923
CHEMBL221740,,,319.36,0.0,4.15,22,COc1ccc(C(=O)/C=C/c2ccnc3ccccc23)cc1OC,IC50,'=',500.0,nM,6.3,,,UO_0000065,0,CHEMBL855650,organism-based format,,CHEMBL1138870,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum W2,W2,6.3,active,6.3,,,active,2,5923
CHEMBL5310970,,,396.54,0.0,2.76,1799348,COc1ccc(-c2cncc(C(=O)NCC3CCN(CCN(C)C)CC3)c2)cc1,IC50,'=',2300.0,nM,5.64,,,UO_0000065,0,CHEMBL5308542,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Re-testing in dose-response curve in Dd2 pLDH assay, at 72h",Dd2,5.64,inactive,5.645,,,inactive,8,3864
CHEMBL143946,,,302.76,0.0,4.25,13,COc1cccc(OC)c1C(=O)/C=C\c1ccc(Cl)cc1,IC50,'=',1240.0,nM,5.91,,,UO_0000065,0,CHEMBL766989,organism-based format,,CHEMBL1128219,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 (CDC/Sierra Leone I),D6,5.91,inactive,5.91,chloroquine sensitive,CQS,inactive,2,2297
CHEMBL241806,TEPHROSIN,,410.42,0.0,3.11,14,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,IC50,'=',12050.0,nM,4.92,,,UO_0000065,0,CHEMBL3760800,organism-based format,,CHEMBL3758154,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum Dd2 assessed as inhibition of parasite growth after 72 hrs by DAPI staining-based confocal microscopic analysis,Dd2,4.92,inactive,4.92,chloroquine resistant,CQR,inactive,2,3864
CHEMBL593191,,,509.1,2.0,6.11,24,Clc1ccc2cc(NCCCCNc3nc(NC4CCCCC4)nc(N4CCCCC4)n3)cnc2c1,IC50,'=',670.0,nM,6.17,,,UO_0000065,0,CHEMBL1069900,organism-based format,,CHEMBL1153115,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH release assay,D6,6.17,active,6.17,chloroquine sensitive,CQS,active,2,2297
CHEMBL3581617,,,586.81,2.0,5.15,9,CC(C)=CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]45C[C@]4(CC[C@H]5[C@@H]4C[C@H]([C@@H]5O[C@@]5(C)CO)O[C@H]4O)[C@]3(C)[C@H](O)C[C@H]2C1(C)C,IC50,'=',1300.0,nM,5.89,,,UO_0000065,0,CHEMBL3583267,organism-based format,,CHEMBL3580552,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive erythrocytic stage Plasmodium falciparum NF54 assessed as [3H]hypoxanthine incorporation after 48 to 72 hrs by Betaplate liquid scintillation counting,NF54,5.89,inactive,5.89,chloroquine sensitive,CQS,inactive,1,4725
CHEMBL4934351,,,449.77,0.0,4.71,1720018,O=C(N1CCCN(c2nc3ccccc3nc2-c2ccccc2)CC1)C(Cl)(Cl)Cl,IC50,'=',8910.0,nM,5.05,,,UO_0000065,0,CHEMBL4888491,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 12h",NF54,5.05,inactive,5.243333,,,inactive,4,4725
CHEMBL3884010,,,346.91,0.0,3.77,16,Clc1ccc2c(NCCNCCN3CCCCCC3)ccnc2c1,IC50,'=',66.0,nM,7.18,,,UO_0000065,0,CHEMBL3876772,assay format,,CHEMBL3875207,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine/pyrimethamine-resistant Plasmodium falciparum K1 infected in human RBC assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting method,K1,7.18,active,7.18,chloroquine/pyrimethamine resistant,"CQR, PYRR",active,2,5948
CHEMBL269671,,,282.34,0.0,2.39,ART,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',29.0,nM,7.54,,,UO_0000065,0,CHEMBL3738127,organism-based format,,CHEMBL3734670,1,Scientific Literature,Medchemcomm,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 infected in human A positive erythrocyte assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,D10,7.54,high_potency,7.464286,chloroquine sensitive,CQS,elite,437,1503
CHEMBL404775,,,331.89,0.0,4.95,16a,CCN(CC)C1CCCC(Nc2ccnc3cc(Cl)ccc23)C1,IC50,'=',113.0,nM,6.95,,,UO_0000065,0,CHEMBL928293,organism-based format,,CHEMBL1144696,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum FCB after 72 hrs by SYBR green 1 assay,FCB,6.95,active,6.95,chloroquine resistant,CQR,active,4,56
CHEMBL1326,CHLOROQUINE PHOSPHATE,,417.87,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',530.0,nM,6.28,,,UO_0000065,0,CHEMBL5125646,organism-based format,,CHEMBL5120935,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against CQ-resistance Plasmodium falciparum W2 infected in A+ human blood assessed as reduction in parasite growth measured after 72 hrs by HRP2 ELISA,W2,6.28,active,6.28,,,active,3,5923
CHEMBL1224809,NIGROSPORIN B,,304.3,0.0,0.51,11,COC1=CC(=O)c2c(cc3c(c2O)C[C@@H](O)[C@@](C)(O)C3)C1=O,IC50,'=',13000.0,nM,4.89,,,UO_0000065,0,CHEMBL1228727,organism-based format,,CHEMBL1221407,1,Scientific Literature,J Nat Prod,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1 by microculture radioisotope technique,K1,4.89,inactive,4.89,multidrug resistant,MDR,inactive,1,5948
CHEMBL1257109,TELENZEPINE DIHYDROCHLORIDE,,443.4,0.0,2.53,NCGC00094451-01,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,IC50,'=',3981.07,nM,5.4,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,5.4,inactive,5.4,,,inactive,4,983
CHEMBL4921765,,,423.55,1.0,5.21,1648097,C[C@H]1CCC[C@@H](NCCc2ccccc2)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,IC50,'=',758.6,nM,6.12,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,6.12,active,5.573333,,,active,4,4725
CHEMBL2441926,,,509.94,1.0,4.29,12h,O=C1C(CC(F)(F)F)=CC(O)(CSc2ncccn2)N1CCNc1ccnc2cc(Cl)ccc12,IC50,'=',458.0,nM,6.34,,,UO_0000065,0,CHEMBL2444382,organism-based format,,CHEMBL2440053,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 after 48 to 72 hrs by SYBR green-1 assay,W2,6.34,active,6.34,chloroquine resistant,CQR,active,2,5923
