Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,strain_norm
CHEMBL4558658,,,511.6,2.0,5.21,37,COc1cc2nc(NCc3ccc(F)cc3)nc(NC3CCN(C(=O)OC(C)(C)C)CC3)c2cc1OC,IC50,'=',18.5,nM,7.73,,,UO_0000065,0,CHEMBL4327289,organism-based format,,CHEMBL4325862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum Dd2 infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation measured after 48 hrs by microbeta liquid scintillation counting method,Dd2,7.73,high_potency,7.73,,,≥7,3,3864,Dd2
CHEMBL4472233,,,474.01,1.0,5.1,7b,Cc1cc(N(CCNc2ccnc3cc(Cl)ccc23)Cc2ccccn2)nc(N2CCCC2)n1,IC50,'=',143.0,nM,6.84,,,UO_0000065,0,CHEMBL4329346,organism-based format,,CHEMBL4325903,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 infected in RBC after 72 hrs by LDH release assay,W2,6.84,active,6.84,chloroquine resistant,CQR,6-7,2,5923,W2
CHEMBL2430905,,,489.59,1.0,7.44,5v,FC(F)(F)c1ccc2c(c1)/c(=N/c1ccc(-c3ccccc3)cc1)ccn2CCCN1CCCCC1,IC50,'=',631.0,nM,6.2,,,UO_0000065,0,CHEMBL2433759,organism-based format,,CHEMBL2429868,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage of chloroquine-resistant Plasmodium falciparum W2 infected in human RBC assessed as parasite growth inhibition after 48 hrs by flow cytometric analysis,W2,6.2,active,6.2,blood stage of chloroquine resistant,CQR,6-7,1,5923,W2
CHEMBL5197335,,,470.92,1.0,6.14,36,O=C(Nc1ccccc1)Nc1cccc(Nc2ncc(Cl)c(Nc3ccc4cn[nH]c4c3)n2)c1,IC50,'=',2500.0,nM,5.6,,,UO_0000065,0,CHEMBL5107885,organism-based format,Erythrocyte,CHEMBL5104230,1,Scientific Literature,RSC Med Chem,CHEMBL3833281,Antimalarial activity against chloroquine sensitive Plasmodium falciparum 3D7 infected in human RBC assessed as parasite growth inhibition incubated for 72 hrs by SYBR Green dye based fluorescence assay,3D7,5.6,inactive,5.6,chloroquine sensitive,CQS,5-6,1,7375,3D7
CHEMBL1773163,,,575.25,2.0,7.13,14,Cc1cc(NCCCN2CCCCC2)c2ccc3c(ccc4c(NCCCN5CCCCC5)cc(C)nc43)c2n1,IC50,'=',6.98,nM,8.16,,,UO_0000065,0,CHEMBL1775486,organism-based format,,CHEMBL1773055,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum W2,W2,8.16,high_potency,8.16,,,≥7,3,5923,W2
CHEMBL1773163,,,575.25,2.0,7.13,14,Cc1cc(NCCCN2CCCCC2)c2ccc3c(ccc4c(NCCCN5CCCCC5)cc(C)nc43)c2n1,IC50,'=',24.84,nM,7.61,,,UO_0000065,0,CHEMBL1775511,organism-based format,,CHEMBL1773055,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum C235,TM91-C235,7.6,high_potency,7.6,,,≥7,3,580,TM91-C235
CHEMBL3264192,,,795.51,2.0,9.28,44,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3C[C@H](NC(=O)OC(C)(C)C)CC[C@@]32C)[C@@H]2CC[C@H]([C@H](C)CCCN(C)CCNc3ccnc4cc(Cl)ccc34)[C@@]12C,IC50,'=',8.05,nM,8.09,,,UO_0000065,0,CHEMBL3267980,organism-based format,,CHEMBL3259704,1,Scientific Literature,J Med Chem,,"Antimalarial activity against CQ-resistant, MFQ-susceptible Plasmodium falciparum W2 clone Indochina 1 isolate assessed as inhibition of parasite proliferation by MSF assay",W2,8.09,high_potency,8.335,cq resistant mfq susceptible,"CQR, MEFS",≥7,4,5923,W2
CHEMBL3234417,,,458.6,0.0,4.98,"2, IND311",COCC(=O)Nc1c(C(=O)OC)n(CCC(C)C)c2ncc(NC3CCCCCCC3)cc12,IC50,'=',5022.0,nM,5.3,,,UO_0000065,0,CHEMBL3241245,organism-based format,,CHEMBL3232740,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 infected in human erythrocytes assessed as growth inhibition by [3H]hypoxanthine incorporation assay,NF54,5.3,inactive,5.3,,,5-6,1,4725,NF54
CHEMBL8,CIPROFLOXACIN,4.0,331.35,0.0,1.58,Ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,'=',33900.0,nM,4.47,,,UO_0000065,0,CHEMBL3242158,cell-based format,,CHEMBL3232776,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum Dd2 infected in human erythrocytes assessed as parasite growth inhibition after 50 hrs by SYBR Green1 dye-based fluorescence assay,Dd2,4.47,inactive,4.47,chloroquine resistant,CQR,≤5,32,3864,Dd2
CHEMBL3394325,,,1141.21,,,9b,CCOC(=O)[C@H](Cc1ccccc1)NP(=O)(CCOCN(CCn1cnc2c(=O)[nH]c(N)nc21)CCP(=O)(N[C@@H](Cc1ccccc1)C(=O)OCC)N[C@@H](Cc1ccccc1)C(=O)OCC)N[C@@H](Cc1ccccc1)C(=O)OCC,IC50,'=',2700.0,nM,5.57,,,UO_0000065,0,CHEMBL3396535,organism-based format,,CHEMBL3392980,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum W2 assessed as inhibition of [3H]-hypoxanthine incorporation after 96 hr,W2,5.57,inactive,5.57,chloroquine and pyrimethamine resistant,"CQR, PYRR",5-6,2,5923,W2
CHEMBL4091909,,,458.35,0.0,4.02,10p,Clc1ccc2c(NCCCn3cnc4c(N5CCOCC5)nc(Cl)nc43)ccnc2c1,IC50,'=',833.0,nM,6.08,,,UO_0000065,0,CHEMBL3993080,assay format,,CHEMBL3992507,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 infected in human RBC assessed as decrease in parasite viability after 72 hrs by LDH assay,D6,6.08,active,6.08,chloroquine sensitive,CQS,6-7,2,2297,D6
CHEMBL469105,,,464.04,1.0,5.9,26,CN(C)c1ccc(NC(=S)NCCCNc2ccnc3cc(Cl)ccc23)c2ccccc12,IC50,'=',291.0,nM,6.54,,,UO_0000065,0,CHEMBL1018964,organism-based format,,CHEMBL1139313,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3 after 72 hrs,HB3,6.54,active,6.54,chloroquine sensitive,CQS,6-7,2,983,HB3
CHEMBL3264175,,,696.37,2.0,7.8,17,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3C[C@H](O)CC[C@@]32C)[C@@H]2CC[C@H]([C@H](C)CCCNCCCNc3ccnc4cc(Cl)ccc34)[C@@]12C,IC50,'=',12.76,nM,7.89,,,UO_0000065,0,CHEMBL3267980,organism-based format,,CHEMBL3259704,1,Scientific Literature,J Med Chem,,"Antimalarial activity against CQ-resistant, MFQ-susceptible Plasmodium falciparum W2 clone Indochina 1 isolate assessed as inhibition of parasite proliferation by MSF assay",W2,7.89,high_potency,7.89,cq resistant mfq susceptible,"CQR, MEFS",≥7,3,5923,W2
CHEMBL4129236,,,404.42,0.0,1.73,3,C=C(C)C(=O)O[C@H]1C/C(C)=C\C(=O)C[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(COC(C)=O)=C12,IC50,'=',12100.0,nM,4.92,,,UO_0000065,0,CHEMBL4119319,organism-based format,,CHEMBL4118047,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against Plasmodium falciparum Dd2 after 72 hrs by SYBR Green I dye-based assay,Dd2,4.92,inactive,4.92,,,≤5,1,3864,Dd2
CHEMBL5078300,,,387.96,1.0,5.39,6,COC1=CC(c2ccc[nH]2)=N/C1=C\c1cc(CCCCC(C)C)c(C)[nH]1,IC50,'=',2.6,nM,8.59,,,UO_0000065,0,CHEMBL5032950,organism-based format,Erythrocyte,CHEMBL5032501,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against asexual blood stage of multidrug-resistant Plasmodium falciparum TM90C2B infected in human erythrocytes assessed as reduction in parasite growth incubated for 72 hrs by SYBR green 1 staining based assay,TM90-C2B,8.59,high_potency,8.59,asexual blood stage of multidrug resistant,MDR,≥7,4,264,TM90-C2B
CHEMBL5287683,,,308.38,0.0,3.92,19b,Cc1cccc([C@]23CC[C@](c4cccc(C)c4)(OO2)[C@H]2O[C@H]23)c1,IC50,'=',10.0,nM,8.0,,,UO_0000065,0,CHEMBL5234912,organism-based format,,CHEMBL5233251,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Sulfadoxine-sensitive Plasmodium falciparum D6,D6,8.0,high_potency,8.0,sulfadoxine sensitive,SXDS,≥7,5,2297,D6
CHEMBL3597023,,,286.43,1.0,-1.31,55,N=C(N)NCCCNCCCCNCCCNC(=N)N,IC50,'=',14200.0,nM,4.85,,,UO_0000065,0,CHEMBL3599170,organism-based format,,CHEMBL3596171,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against asexual intraerythrocytic ring stage of antifolate-resistant Plasmodium falciparum HB3 infected in human O+ erythrocytes assessed as inhibition of parasitic proliferation after 96 hrs by SYBR Green-1 based fluorescence assay,HB3,4.85,inactive,4.85,asexual intraerythrocytic ring stage of antifolate resistant,AFR,≤5,2,983,HB3
CHEMBL3358134,,,742.88,1.0,2.52,11,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1,IC50,'=',320.0,nM,6.5,,,UO_0000065,0,CHEMBL3388291,organism-based format,,CHEMBL3351948,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes by [3H]-hypoxanthine incorporation assay,3D7,6.49,active,6.49,chloroquine sensitive,CQS,6-7,2,7375,3D7
CHEMBL3236244,,,313.29,0.0,2.58,21,O=C(Nc1cnc2ccccn2c1=O)OCc1cccc(F)c1,IC50,'=',33000.0,nM,4.48,,,UO_0000065,0,CHEMBL3241120,organism-based format,,CHEMBL3232972,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against erythrocytic stages of chloroquine-sensitive Plasmodium falciparum 3D7 infected in human O-positive erythrocytes after 48 hrs by SYBR Green-I fluorescence-based method,3D7,4.48,inactive,4.48,erythrocytic stages of chloroquine sensitive,CQS,≤5,1,7375,3D7
CHEMBL433204,,,279.78,0.0,2.16,8,CC(C)(C)C1N=C(N)N=C(N)N1c1ccc(Cl)cc1,IC50,'=',2908.0,nM,5.54,,,UO_0000065,0,CHEMBL754546,organism-based format,,CHEMBL1133696,1,Scientific Literature,J Med Chem,,Growth inhibition (IC50) against Plasmodium falciparum wild-type TM4/8.2,TM4/8.2,5.54,inactive,5.54,,,5-6,2,164,TM4
CHEMBL567535,,,359.34,0.0,4.04,7,O=C1C(c2ccc(Oc3ccccc3)cc2)=[N+]([O-])c2cc3c(cc21)OCO3,IC50,'=',165.0,nM,6.78,,,UO_0000065,0,CHEMBL1047861,organism-based format,,CHEMBL1156797,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum FcB1 assessed as [3H]hypoxanthine incorporation after 48 hrs by beta-counter,FcB1,6.78,active,6.78,chloroquine resistant,CQR,6-7,3,748,FcB1
CHEMBL572319,,,470.65,1.0,7.54,37,CCCCCCCCCCCCCC(=O)OCC(C)(C)CC1=C(O)C(=O)c2ccccc2C1=O,IC50,'=',8.0,nM,8.1,,,UO_0000065,0,CHEMBL1040044,organism-based format,,CHEMBL1156821,1,Scientific Literature,J Med Chem,,Inhibition of Cytochrome b-c1 complex in Plasmodium falciparum 3D7 cell free extracts assessed as decyclobiquinol-linked cytochrome c reduction by spectrophotometry,3D7,8.1,high_potency,8.1,,,≥7,2,7375,3D7
CHEMBL203265,,,634.81,2.0,6.74,16,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3CC4(CC[C@@]32C)OOC2(CCC(C)CC2)OO4)[C@@H]2CC[C@H]([C@H](C)CCC(=O)O)[C@@]12C,IC50,'=',0.98,nM,9.01,,,UO_0000065,0,CHEMBL867471,organism-based format,,CHEMBL1138055,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum W2,W2,9.01,high_potency,8.38,,,≥7,4,5923,W2
CHEMBL487442,,,455.6,0.0,3.21,5c,COc1cc(NC(C)CCCN2C(=O)CN(C(=O)[C@@H](N)C(C)C)C2(C)C)c2ncccc2c1,IC50,'=',7900.0,nM,5.1,,,UO_0000065,0,CHEMBL952410,organism-based format,,CHEMBL1157495,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2,W2,5.1,inactive,5.1,chloroquine resistant,CQR,5-6,1,5923,W2
CHEMBL468272,,,362.91,0.0,3.54,28,CCN(CC)CCC(=O)NCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',23.0,nM,7.64,,,UO_0000065,0,CHEMBL1018964,organism-based format,,CHEMBL1139313,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3 after 72 hrs,HB3,7.64,high_potency,7.64,chloroquine sensitive,CQS,≥7,2,983,HB3
CHEMBL468057,,,488.83,0.0,4.57,53,CCN(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)CCNc1ccnc2cc(Cl)ccc12,IC50,'=',180.0,nM,6.75,,,UO_0000065,0,CHEMBL1018964,organism-based format,,CHEMBL1139313,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum HB3 after 72 hrs,HB3,6.74,active,6.74,chloroquine sensitive,CQS,6-7,2,983,HB3
CHEMBL468272,,,362.91,0.0,3.54,28,CCN(CC)CCC(=O)NCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',559.0,nM,6.25,,,UO_0000065,0,CHEMBL1018965,organism-based format,,CHEMBL1139313,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum Dd2 after 72 hrs,Dd2,6.25,active,6.25,chloroquine resistant,CQR,6-7,2,3864,Dd2
CHEMBL468057,,,488.83,0.0,4.57,53,CCN(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)CCNc1ccnc2cc(Cl)ccc12,IC50,'=',556.0,nM,6.25,,,UO_0000065,0,CHEMBL1018965,organism-based format,,CHEMBL1139313,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum Dd2 after 72 hrs,Dd2,6.25,active,6.25,chloroquine resistant,CQR,6-7,2,3864,Dd2
CHEMBL1088964,,,603.03,1.0,4.01,8e,COc1ccc(/C=C/C(=O)c2cccc(OCc3cn(CC(O)CN4C(=O)C(=O)c5cc(Cl)ccc54)nn3)c2)c(OC)c1,IC50,'=',10610.0,nM,4.97,,,UO_0000065,0,CHEMBL1112571,organism-based format,,CHEMBL1156312,1,Scientific Literature,Bioorg Med Chem Lett,,Antimicrobial activity against chloroquine-resistant Plasmodium falciparum W2,W2,4.97,inactive,4.97,chloroquine resistant,CQR,≤5,1,5923,W2
CHEMBL493860,,,416.96,1.0,6.14,2b,Cc1c(CN2CCCC2)cc(-c2ccccc2)n1Nc1ccnc2cc(Cl)ccc12,IC50,'=',139.5,nM,6.86,,,UO_0000065,0,CHEMBL1228650,organism-based format,,CHEMBL1221400,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human A+ erythrocytes after 72 hrs by parasite LDH assay,W2,6.86,active,6.86,chloroquine resistant,CQR,6-7,3,5923,W2
CHEMBL3358656,,,407.95,0.0,3.84,2,OC12C3C4CC5C6C4C1C6C(C53)N2CCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',187.0,nM,6.73,,,UO_0000065,0,CHEMBL3382321,assay format,,CHEMBL3352505,1,Scientific Literature,Bioorg Med Chem Lett,,Antimicrobial activity against chloroquine-resistant Plasmodium falciparum Dd2,Dd2,6.73,active,6.73,chloroquine resistant,CQR,6-7,2,3864,Dd2
CHEMBL3581485,,,271.04,,,15,NC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,IC50,'=',350.0,nM,6.46,,,UO_0000065,0,CHEMBL3584881,organism-based format,,CHEMBL3580633,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 cultured in human erythrocytes incubated for 48 hrs by [3H]-hypoxanthine incorporation assay,3D7,6.46,active,6.46,chloroquine sensitive,CQS,6-7,2,7375,3D7
CHEMBL497965,,,373.66,1.0,6.53,10,CCCCC(=O)Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,IC50,'=',8900.0,nM,5.05,,,UO_0000065,0,CHEMBL958109,organism-based format,,CHEMBL1150299,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum FCK2,FCK2,5.05,inactive,5.05,chloroquine sensitive,CQS,5-6,1,40,FCK2
CHEMBL2164265,,,289.22,0.0,1.12,4h,CCN(O)C(=O)COC(c1ccccc1)P(=O)(O)O,IC50,'=',8100.0,nM,5.09,,,UO_0000065,0,CHEMBL2167524,organism-based format,,CHEMBL2163278,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 3 days by HRP2 detection based ELISA method,3D7,5.09,inactive,5.09,chloroquine sensitive,CQS,5-6,2,7375,3D7
CHEMBL3547040,,,482.67,1.0,3.11,13,O=C(NCCCNCCCCCNCCCNC(=O)NCc1ccccc1)NCc1ccccc1,IC50,'=',593.0,nM,6.23,,,UO_0000065,0,CHEMBL3599170,organism-based format,,CHEMBL3596171,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against asexual intraerythrocytic ring stage of antifolate-resistant Plasmodium falciparum HB3 infected in human O+ erythrocytes assessed as inhibition of parasitic proliferation after 96 hrs by SYBR Green-1 based fluorescence assay,HB3,6.23,active,6.23,asexual intraerythrocytic ring stage of antifolate resistant,AFR,6-7,3,983,HB3
CHEMBL2030062,,,427.38,1.0,5.91,36e,Cc1c(-c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n(O)c2ccccc2c1=O,IC50,'=',566.0,nM,6.25,,,UO_0000065,0,CHEMBL2033110,organism-based format,,CHEMBL2029239,1,Scientific Literature,J Med Chem,,Antimalarial activity against atoquinone-resistant Plasmodium falciparum TM90C2B,TM90-C2B,6.25,active,6.25,atoquinone resistant,ATQR,6-7,2,264,TM90-C2B
CHEMBL2335237,,,329.79,0.0,3.18,7e,Cc1c(O)c(=O)ccn1CCNc1ccnc2cc(Cl)ccc12,IC50,'=',10800.0,nM,4.97,,,UO_0000065,0,CHEMBL2411788,organism-based format,,CHEMBL2407044,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition after 24 hrs by [3H]-hypoxathine incorporation assay,3D7,4.97,inactive,4.97,chloroquine sensitive,CQS,≤5,3,7375,3D7
CHEMBL2089273,,,313.41,0.0,3.5,34,Cc1sc2ncnc(Sc3nnc4ccccn34)c2c1C,IC50,'=',460.0,nM,6.34,,,UO_0000065,0,CHEMBL2089999,organism-based format,,CHEMBL2086373,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodium activity against chloroquine-sensitive Plasmodium falciparum NF54 assessed as inhibition of [3H[hypoxanthine incorporation,NF54,6.34,active,6.34,chloroquine sensitive,CQS,6-7,1,4725,NF54
CHEMBL3337967,,,301.29,0.0,2.87,11f,NCc1csc(NC(=O)c2ccc(C(F)(F)F)cc2)n1,IC50,'=',40200.0,nM,4.4,,,UO_0000065,0,CHEMBL3380075,organism-based format,,CHEMBL3351661,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 asexual erythrocyte stages by parasite lactate dehydrogenase assay,NF54,4.4,inactive,4.4,chloroquine sensitive,CQS,≤5,1,4725,NF54
CHEMBL4067938,,,481.68,0.0,3.27,1,CCCCCC(=O)N[C@H](C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1)C(C)C,IC50,'=',4.11,nM,8.39,,,UO_0000065,0,CHEMBL4040350,cell-based format,,CHEMBL4038319,1,Scientific Literature,J Med Chem,,Antimalarial activity against asexual blood stage Plasmodium falciparum Dd2 infected in human erythrocytes after 72 hrs by SYBR green 1 dye based fluorescence assay,Dd2,8.39,high_potency,8.39,,,≥7,1,3864,Dd2
CHEMBL3353678,,,464.96,1.0,5.35,8g,COc1cc(Nc2ccnc(NCCCNc3ccnc4cc(Cl)ccc34)n2)cc(OC)c1,IC50,'=',107.0,nM,6.97,,,UO_0000065,0,CHEMBL3383898,organism-based format,,CHEMBL3351898,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite growth after 72 hrs by parasite LDH release assay,W2,6.97,active,6.97,chloroquine resistant,CQR,6-7,2,5923,W2
CHEMBL3735425,,,212.29,0.0,2.79,6,C[C@@]12CCO[C@@H]1OOC1(CCCCC1)C2,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL3738128,organism-based format,,CHEMBL3734670,1,Scientific Literature,Medchemcomm,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human A positive erythrocyte assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,W2,5.96,inactive,5.96,chloroquine resistant,CQR,5-6,2,5923,W2
CHEMBL207675,SODIUM ARESUNATE,,406.41,0.0,2.6,Sodium artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)[O-])O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',1.5,nM,8.82,,,UO_0000065,0,CHEMBL5257527,organism-based format,,CHEMBL5257025,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum NF54 assessed as reduction in cell growth,NF54,8.82,high_potency,8.46,,,≥7,22,4725,NF54
CHEMBL5279929,,,360.89,1.0,5.1,8,CCN(CCCC(C)Nc1ccnc2cc(Cl)ccc12)CCN=[N+]=[N-],IC50,'=',2.8,nM,8.55,,,UO_0000065,0,CHEMBL5226194,organism-based format,,CHEMBL5223185,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against sorbitol-synchronized post ring stage plasmodium falciparum 3D7 assessed as inhibition of parasite growth incubated for 72 to 96 hrs by parasite susceptibility based microplate reader assay,3D7,8.55,high_potency,8.55,,,≥7,2,7375,3D7
CHEMBL1774681,,,649.75,1.0,4.84,22,CC(C)(C)OC(=O)N1CCN(Cc2cccc(N3CC(=O)N4[C@H](c5ccc6c(c5)OCO6)c5[nH]c6ccccc6c5C[C@@H]4C3=O)c2)CC1,IC50,'=',23000.0,nM,4.64,,,UO_0000065,0,CHEMBL1776684,organism-based format,,CHEMBL1773068,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-susceptible Plasmodium falciparum GHA strain infected in human erythrocytes after 72 hrs by spectrophotometry,GHA,4.64,inactive,4.64,chloroquine susceptible,CQS,≤5,1,164,GHA
CHEMBL4755658,,,429.4,0.0,3.01,9g1,Nc1ncc(-c2ccc(C(=O)N3CCC(O)C3)cc2)nc1-c1ccc(C(F)(F)F)nc1,IC50,'=',18.0,nM,7.75,,,UO_0000065,0,CHEMBL4719468,organism-based format,Erythrocyte,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against multidrug-sensitive Plasmodium falciparum NF54 infected in human erythrocytes assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition and measured after 24 hrs by liquid scintillation counting method,NF54,7.74,high_potency,7.74,multidrug sensitive,MDS,≥7,4,4725,NF54
CHEMBL453764,SCUTIANTHRAQUINONE A,,708.67,2.0,4.9,1,CCC(C)C(=O)OC1(c2ccc3c(c2O)C(=O)c2c(cc(O)c(C(=O)OC)c2C)C3=O)c2cccc(O)c2C(=O)c2c1cc(O)c(C(=O)OC)c2C,IC50,'=',1200.0,nM,5.92,,,UO_0000065,0,CHEMBL958405,organism-based format,,CHEMBL1153961,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum FCM29 by SYBR green assay,FcM29,5.92,inactive,5.92,chloroquine resistant,CQR,5-6,2,163,FcM29
CHEMBL187926,,,265.31,0.0,3.54,"18, WR-080539",CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1,IC50,'=',9900.0,nM,5.0,,,UO_0000065,0,CHEMBL962378,organism-based format,,CHEMBL1153933,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity after 24 hrs against chloroquine-resistant Plasmodium falciparum W2 by [3H]hypoxanthine uptake,W2,5.0,inactive,5.0,chloroquine resistant,CQR,≤5,2,5923,W2
CHEMBL5428977,,,475.98,0.0,4.01,84,CC(C)c1ccc(-c2nnn(CC(=O)N3CCN(c4ccnc5cc(Cl)ccc45)CC3)n2)cc1,IC50,'=',26700.0,nM,4.57,,,UO_0000065,0,CHEMBL5337631,organism-based format,Erythrocyte,CHEMBL5335820,1,Scientific Literature,RSC Med Chem,,Antimalarial activity against chloroquine resistant late schizont Plasmodium falciparum INDO infected in human erythrocytes assessed as inhibition of parasite growth incubated for 12 hrs,INDO,4.57,inactive,4.75,chloroquine resistant,CQR,≤5,6,102,INDO
CHEMBL4850666,,,501.64,2.0,5.92,9b,FC1CCN(CCOc2ccc([C@H]3CCCC4(C3)OOC3(OO4)C4CC5CC(C4)CC3C5)cc2)CC1,IC50,'=',22.46,nM,7.65,,,UO_0000065,0,CHEMBL4836656,organism-based format,,CHEMBL4834468,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 incubated for 72 hrs by spectrophotometry based parasite lactate dehydrogenase assay,W2,7.65,high_potency,7.65,chloroquine resistant,CQR,≥7,2,5923,W2
CHEMBL2030296,,,403.87,1.0,5.69,16b,CCOC(=O)c1c(-c2ccc(-c3ccc(Cl)cc3)cc2)[nH]c2ccccc2c1=O,IC50,'=',1150.0,nM,5.94,,,UO_0000065,0,CHEMBL2033123,organism-based format,,CHEMBL2029230,1,Scientific Literature,J Med Chem,,Antimalarial activity against atoquinone-resistant Plasmodium falciparum TM90C2B containing cytochrome-b Y268S mutant,TM90-C2B,5.94,inactive,5.94,atoquinone resistant,ATQR,5-6,2,264,TM90-C2B
