Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,verify_strain,stand_strain,unique_chemicals,stand_strain_bin,pIC50
CHEMBL600439,,,487.03,0.0,3.59,665914,COc1ccccc1N1CCN(C(CNS(=O)(=O)c2ccc(Cl)cc2)c2cccnc2)CC1,IC50,'=',913.0,nM,6.04,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.04
CHEMBL583844,,,423.43,0.0,3.39,665918,O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)Nc1ccc2c(c1)OCO2,IC50,'=',541.2,nM,6.27,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.27
CHEMBL602179,,,286.76,0.0,4.34,665924,COc1ccc(C(=O)C2CC2c2ccc(Cl)cc2)cc1,IC50,'=',3291.0,nM,5.48,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.48
CHEMBL416956,MEFLOQUINE,4.0,378.32,0.0,4.45,MFQ,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,IC50,'=',13.15,nM,7.88,,,UO_0000065,0,CHEMBL1248670,organism-based format,,CHEMBL1240532,1,Scientific Literature,Science,,Antimalarial activity against Plasmodium falciparum Dd2 containing attB site inserted in parasite genome and using EF1-alpha promoter driven expressing wild type ATP4 after 72 hrs by SYBR green based fluorescence assay,,,,Dd2,Dd2,,Dd2,7.88
CHEMBL1256737,METHIOTHEPIN MESYLATE,,452.67,0.0,4.4,NCGC00094137-01,CS(=O)(=O)O.CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,IC50,'=',12589.25,nM,4.9,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,,,,GB4,GB4,,GB4,4.9
CHEMBL22077,HYCANTHONE,2.0,356.49,0.0,3.66,Hycanthone,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,IC50,'=',3024.0,nM,5.52,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.52
CHEMBL261693,,,272.31,0.0,3.66,666021,Cc1ccc(-c2cc3c(nn2)-c2ccccc2C3=O)cc1,IC50,'=',1259.0,nM,5.9,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.9
CHEMBL585686,,,422.96,0.0,3.07,666093,CCCC(c1nnnn1C1CCCCC1)N1CCN(C(=O)c2ccco2)CC1.Cl,IC50,'=',518.3,nM,6.29,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.29
CHEMBL5275788,,,539.6,2.0,5.06,47a,C[C@H]1[C@H](N2CCN(C(=O)Nc3ccc(C(F)(F)F)cc3)CC2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',0.6,nM,9.22,,,UO_0000065,0,CHEMBL5246817,organism-based format,,CHEMBL5244272,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against late blood stage Plasmodium falciparum NF54 gametocytes,,,,NF54,NF54,,NF54,9.22
CHEMBL170724,,,308.39,0.0,3.8,"5c, NCGC00262650",COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,IC50,'=',9800.0,nM,5.01,,,UO_0000065,0,CHEMBL3598565,organism-based format,,CHEMBL3596135,1,Scientific Literature,Medchemcomm,,Antimalarial activity against Plasmodium falciparum FVO schizont infected in RBC assessed as inhibition of merozoite invasion after 3 to 4 hrs by flow cytometric analysis,,,,FVO,FVO,,FVO,5.01
CHEMBL4798032,,,427.43,0.0,3.46,3,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',66.0,nM,7.18,,,UO_0000065,0,CHEMBL4719503,organism-based format,,CHEMBL4715789,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against late stage (IV/V) Plasmodium falciparum NF54 gametocytes incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,7.18
CHEMBL47940,,,370.46,1.0,5.59,"5b, NCGC00015280",Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,IC50,'=',30000.0,nM,4.52,,,UO_0000065,0,CHEMBL3598565,organism-based format,,CHEMBL3596135,1,Scientific Literature,Medchemcomm,,Antimalarial activity against Plasmodium falciparum FVO schizont infected in RBC assessed as inhibition of merozoite invasion after 3 to 4 hrs by flow cytometric analysis,,,,FVO,FVO,,FVO,4.52
CHEMBL3798291,,,421.38,0.0,4.53,11,Nc1ccc(-c2ccc3ncc4[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,IC50,'=',97.0,nM,7.01,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,7.01
CHEMBL4070434,,,361.49,0.0,4.43,52,CCNCCNc1cc(C2CCCCC2)c(C#N)c2nc3ccccc3n12,IC50,'=',460.0,nM,6.34,,,UO_0000065,0,CHEMBL3996812,assay format,,CHEMBL3994624,1,Scientific Literature,J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 late 4/5 stage gametocytes assessed as reduction in ATP levels after 24 hrs by BacTiter-Glo reagent based bioluminescence assay,,,,NF54,NF54,,NF54,6.34
CHEMBL3039527,QUISINOSTAT HYDROCHLORIDE,-1.0,430.94,0.0,2.09,1,Cl.Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,IC50,'=',23.7,nM,7.62,,,UO_0000065,0,CHEMBL4714008,organism-based format,,CHEMBL4706683,1,Scientific Literature,J Med Chem,,Antimalarial activity against synchronized schizont stage transgenic Plasmodium falciparum 3D7 with C-terminal glmS-fused HDAC2 knockdown assessed as parasite growth inhibition pretreated with glucosamine followed by compound treatment and incubated for 4 hrs followed by compound washout for thrice and subsequent culturing for 68 hrs by SYBR Green 1 staining based analysis,,,,3D7,3D7,,3D7,7.63
CHEMBL4763061,,,442.95,0.0,2.57,11,Cl.O=C(NO)c1cnc(N2CCC3(CCN(Cc4c[nH]c5ccccc45)C3)CC2)nc1,IC50,'=',69.5,nM,7.16,,,UO_0000065,0,CHEMBL4714008,organism-based format,,CHEMBL4706683,1,Scientific Literature,J Med Chem,,Antimalarial activity against synchronized schizont stage transgenic Plasmodium falciparum 3D7 with C-terminal glmS-fused HDAC2 knockdown assessed as parasite growth inhibition pretreated with glucosamine followed by compound treatment and incubated for 4 hrs followed by compound washout for thrice and subsequent culturing for 68 hrs by SYBR Green 1 staining based analysis,,,,3D7,3D7,,3D7,7.16
CHEMBL4162282,,,460.53,0.0,3.46,1l,Cc1ccc(NC(=O)CN(Cc2ccc(C(=O)NO)cc2)C(=O)c2ccc(N(C)C)cc2)cc1,IC50,'=',5900.0,nM,5.23,,,UO_0000065,0,CHEMBL4268538,organism-based format,,CHEMBL4265952,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against transgenic GFP-fused Plasmodium falciparum NF54 early stage gametocytes after 72 hrs by Mitotracker Red CMH2XRos staining based imaging method,,,,NF54,NF54,,NF54,5.23
CHEMBL4453808,,,432.71,1.0,8.86,1k,C/C(=C\CSc1ccccc1C(=O)O)CCCC(C)CCCC(C)CCCC(C)C,IC50,'=',13400.0,nM,4.87,,,UO_0000065,0,CHEMBL4312172,organism-based format,,CHEMBL4311937,1,Scientific Literature,Medchemcomm,,Antimalarial activity against synchronized ring stage Plasmodium falciparum 3D7 transfected with nano-luciferase assessed as parasite growth inhibition after 72 hrs by Nano-Glo luciferase assay,,,,3D7,3D7,,3D7,4.87
CHEMBL591623,,,417.44,0.0,4.96,604,COc1ccc(-c2cc(=O)oc3c4c(ccc23)OCN(Cc2ccc(F)cc2)C4)cc1,IC50,'=',850.7,nM,6.07,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.07
CHEMBL494669,,,319.45,0.0,4.59,"Table 2, R2C2",Cc1cc(NCCN2CCCCC2)c2ccc3ccccc3c2n1,IC50,'=',308.9,nM,6.51,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.51
CHEMBL1800559,,,423.44,1.0,5.07,8,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',620.0,nM,6.21,,,UO_0000065,0,CHEMBL3996813,assay format,,CHEMBL3994624,1,Scientific Literature,J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 late 4/5 stage gametocytes after 48 hrs by luciferin-luciferase reaction based bioluminescence assay,,,,NF54,NF54,,NF54,6.21
CHEMBL554190,QUINACRINE DIHYDROCHLORIDE,,472.89,1.0,5.97,Quinacrine Hydrochloride,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl,IC50,'=',1.0,nM,9.0,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,9.0
CHEMBL1256647,,,386.03,,,Hexahydro-sila-difenidol hydrochloride,Cl.O[Si](CCCN1CCCCC1)(c1ccc(F)cc1)C1CCCCC1,IC50,'=',4.0,nM,8.4,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,8.4
CHEMBL1256788,,,301.83,0.0,3.51,S(-)-UH-301 Hydrochloride,CCCN(CCC)[C@H]1CCc2c(F)ccc(O)c2C1.Cl,IC50,'=',5.0,nM,8.3,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,8.3
CHEMBL1017,TELMISARTAN,4.0,514.63,2.0,7.26,Telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,IC50,'=',1612.0,nM,5.79,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.79
CHEMBL72844,AMINOPOTENTIDINE,,477.61,0.0,2.47,Aminopotentidine,N#CN/C(=N\CCNC(=O)c1ccc(N)cc1)NCCCOc1cccc(CN2CCCCC2)c1,IC50,'=',14700.0,nM,4.83,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,4.83
CHEMBL416956,MEFLOQUINE,4.0,378.32,0.0,4.45,MFQ,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,IC50,'=',12.5,nM,7.9,,,UO_0000065,0,CHEMBL1248671,organism-based format,,CHEMBL1240532,1,Scientific Literature,Science,,Antimalarial activity against Plasmodium falciparum Dd2 containing attB site inserted in parasite genome and using EF1-alpha promoter driven expressing ATP4 D1247Y mutant after 72 hrs by SYBR green based fluorescence assay,,,,Dd2,Dd2,,Dd2,7.9
CHEMBL269671,,,282.34,0.0,2.39,Artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',200.0,nM,6.7,,,UO_0000065,0,CHEMBL941604,organism-based format,,CHEMBL1137633,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 infected mice (Mus musculus) macrophage by reporter dye assay,,,,K1,K1,,K1,6.7
CHEMBL307261,,,284.35,0.0,2.19,Dihydroartemisinin,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',0.6,nM,9.22,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,9.22
CHEMBL1450,ATOVAQUONE,4.0,366.84,1.0,5.51,Atovaquone,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,IC50,'=',0.41,nM,9.39,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,9.39
CHEMBL1257106,AMPEROZIDE HYDROCHLORIDE,,437.96,0.0,4.22,Amperozide Hydrochloride,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.Cl,IC50,'=',35.0,nM,7.46,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,7.46
CHEMBL5434807,,,457.46,0.0,4.15,11,FC(F)(F)c1nc(-c2ccc(CCN3CCC(Nc4nc5cnccc5[nH]4)CC3)cc2)no1,IC50,'=',1240.0,nM,5.91,,,UO_0000065,0,CHEMBL5338529,organism-based format,,CHEMBL5335864,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against immature stage gametocytes Plasmodium falciparum NF54 incubated for 48 hrs by luciferase activity assay,,,,NF54,NF54,,NF54,5.91
CHEMBL3797306,,,422.37,0.0,3.93,20,Nc1ncc(-c2ccc3ncc4[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,IC50,'=',450.0,nM,6.35,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,6.35
CHEMBL587104,,,372.42,1.0,5.13,20750,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc(OC)c1O,IC50,'=',1544.0,nM,5.81,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.81
CHEMBL591887,,,383.49,0.0,3.79,666109,CCOC(=O)C1(Cc2ccccc2)CCN(Cc2cccc(OC)c2O)CC1,IC50,'=',2199.0,nM,5.66,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.66
CHEMBL597262,,,260.35,0.0,0.94,667487,CN(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,IC50,'=',158.3,nM,6.8,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.8
CHEMBL529603,,,270.33,0.0,4.9,665891,c1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,IC50,'=',2001.0,nM,5.7,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.7
CHEMBL580140,,,362.44,0.0,4.5,665979,FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1,IC50,'=',490.3,nM,6.31,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.31
CHEMBL602127,,,458.63,0.0,4.56,561,CCCN(CCC)CCCNC(=O)c1cc2c(-c3ccc(OC)c(OC)c3)nn(C)c2s1,IC50,'=',1159.0,nM,5.94,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.94
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',22.0,nM,7.66,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,7.66
CHEMBL4754520,,,814.3,2.0,6.23,4,CN[C@@H](CCN(C)CCc1cc(OC)c(Br)cc1Br)C(=O)N(C)CCCN(C)CCc1cc(OC)c(Br)cc1Br,IC50,'=',570.0,nM,6.24,,,UO_0000065,0,CHEMBL4704471,organism-based format,,CHEMBL4699594,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 ring stage incubated for 72 hrs by DAPI-staining based imaging analysis,,,,3D7,3D7,,3D7,6.24
CHEMBL4238087,,,295.39,0.0,2.91,24,N#Cc1ccc(-c2ccc(CNCC3CCNCC3)o2)cc1,IC50,'=',18400.0,nM,4.74,,,UO_0000065,0,CHEMBL4231438,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum 3D7 elo1-pfs16-CBG99 late-stage (4 to 5) gametocytes assessed as inhibition of parasite viability after 72 hrs by luciferase reporter assay,,,,3D7,3D7,,3D7,4.74
CHEMBL4246056,,,349.27,0.0,3.8,9,Brc1ccc(-c2ccc(CNCC3CCNCC3)o2)cc1,IC50,'=',4400.0,nM,5.36,,,UO_0000065,0,CHEMBL4231438,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum 3D7 elo1-pfs16-CBG99 late-stage (4 to 5) gametocytes assessed as inhibition of parasite viability after 72 hrs by luciferase reporter assay,,,,3D7,3D7,,3D7,5.36
CHEMBL4245585,,,286.38,0.0,2.74,12,Oc1ccccc1-c1ccc(CNCC2CCNCC2)o1,IC50,'=',290.0,nM,6.54,,,UO_0000065,0,CHEMBL4231440,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum NF54 HGL gametocytes assessed as inhibition of parasite viability after 72 hrs by ONE-Glo reagent based luminescence assay,,,,NF54 HGL,NF54 HGL,,NF54-HGL,6.54
CHEMBL4245012,,,399.79,0.0,4.92,30,Clc1ccc(-c2ccc(CNCC3CCNCC3)s2)c(Br)c1,IC50,'=',28.0,nM,7.55,,,UO_0000065,0,CHEMBL4231440,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum NF54 HGL gametocytes assessed as inhibition of parasite viability after 72 hrs by ONE-Glo reagent based luminescence assay,,,,NF54 HGL,NF54 HGL,,NF54-HGL,7.55
CHEMBL4240668,,,371.71,0.0,4.4,45,CN(C)CCCNCc1ccc(-c2ccc(Br)cc2Cl)o1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL4231438,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum 3D7 elo1-pfs16-CBG99 late-stage (4 to 5) gametocytes assessed as inhibition of parasite viability after 72 hrs by luciferase reporter assay,,,,3D7,3D7,,3D7,5.96
CHEMBL207990,EPOXOMYCIN,,554.73,1.0,1.16,Epoxomicin,CC[C@H](C)[C@H](NC(=O)[C@H]([C@@H](C)CC)N(C)C(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1)[C@@H](C)O,IC50,'=',7.0,nM,8.15,,,UO_0000065,0,CHEMBL4231438,organism-based format,,CHEMBL4229360,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against Plasmodium falciparum 3D7 elo1-pfs16-CBG99 late-stage (4 to 5) gametocytes assessed as inhibition of parasite viability after 72 hrs by luciferase reporter assay,,,,3D7,3D7,,3D7,8.15
CHEMBL4582800,,,391.31,0.0,2.93,27,CCC[n+]1c2c(n(CC(C)C)c1C)C(=O)c1ccccc1C2=O.[Br-],IC50,'=',842.0,nM,6.08,,,UO_0000065,0,CHEMBL4338839,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum NF54 late gametocytes transfected with luciferase gene incubated for 48 hrs by luciferase reporter gene assay,,,,NF54,NF54,,NF54,6.07
CHEMBL4745404,,,496.53,0.0,3.89,98,N[C@H](C(=O)N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1cc(F)cc(F)c1)C2)c1ccc(O)cc1,IC50,'=',27.0,nM,7.57,,,UO_0000065,0,CHEMBL4737844,organism-based format,,CHEMBL4732202,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against asexual stage (V) Plasmodium falciparum NF54 gametocytes assessed as inhibition of exflagellation of male gametes measured at 15 to 22.5 min by microscopic based analysis,,,,NF54,NF54,,NF54,7.57
CHEMBL600319,,,410.86,0.0,3.32,36,CC(=O)N(C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O)c1cccc(Cl)c1,IC50,'=',790.0,nM,6.1,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.1
CHEMBL935,PENTAMIDINE ISETHIONATE,,466.56,0.0,2.88,Pentamidine Isethionate,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO,IC50,'=',42.0,nM,7.38,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,7.38
