Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq
CHEMBL2435781,,,442.56,1.0,2.0,5,O=C(NCCCNCCCCNCCCNC(=O)c1ccccc1O)c1ccccc1O,IC50,'=',1900.0,nM,5.72,,,UO_0000065,0,CHEMBL2439547,organism-based format,,CHEMBL2434856,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,5.72,inactive,5.72,erythrocytic stage of chloroquine and pyrimethamine resistant,"CQR, PYRR",inactive,1,5948
CHEMBL2435767,,,494.72,0.0,4.0,18,O=C(Cc1ccccc1)NCCCNCCCCCCCCNCCCNC(=O)Cc1ccccc1,IC50,'=',15.0,nM,7.82,,,UO_0000065,0,CHEMBL2439547,organism-based format,,CHEMBL2434856,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,7.82,high_potency,7.82,erythrocytic stage of chloroquine and pyrimethamine resistant,"CQR, PYRR",elite,1,5948
CHEMBL2441918,,,643.96,2.0,6.2,1c,CN(CCNc1ccnc2cc(Cl)ccc12)CCN1C(=O)C(CC(F)(F)F)=CC1(O)CSc1ccc(Br)cc1,IC50,'=',45.0,nM,7.35,,,UO_0000065,0,CHEMBL2444384,organism-based format,,CHEMBL2440053,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 after 48 to 72 hrs by SYBR green-1 assay,3D7,7.35,active,7.35,chloroquine sensitive,CQS,active,2,7375
CHEMBL369696,,,377.43,1.0,0.89,6,N=C(N)c1cccc(NC(=O)Nc2ccc(S(=O)(=O)NCCO)cc2)c1,IC50,'=',890.0,nM,6.05,,,UO_0000065,0,CHEMBL763036,organism-based format,,CHEMBL1147526,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro antimalarial activity against Plasmodium falciparum Dd2,Dd2,6.05,active,6.05,,,active,1,3864
CHEMBL4204693,,,365.42,0.0,3.17,6,CS(=O)(=O)c1ccc(-c2nc3cnc(Nc4ccccn4)cc3[nH]2)cc1,IC50,'=',394.0,nM,6.41,,,UO_0000065,0,CHEMBL4189347,organism-based format,,CHEMBL4184318,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-sensitive Plasmodium falciparum NF54,NF54,6.4,active,6.4,drug sensitive,MDS,active,1,4725
CHEMBL4203930,,,391.3,1.0,5.06,35,Fc1cnc(Nc2cc3[nH]c(-c4cccc(C(F)(F)F)c4)nc3cn2)c(F)c1,IC50,'=',133.0,nM,6.88,,,UO_0000065,0,CHEMBL4189347,organism-based format,,CHEMBL4184318,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-sensitive Plasmodium falciparum NF54,NF54,6.88,active,6.88,drug sensitive,MDS,active,1,4725
CHEMBL3217052,,,380.24,0.0,1.37,46,N=C(N)c1cncc(-c2cc(-c3ccc(C(=N)N)nc3)on2)c1,IC50,'=',3.5,nM,8.46,,,UO_0000065,0,CHEMBL3108258,organism-based format,,CHEMBL3102749,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine/pyrimethamine-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as [3H]-hypoxanthine incorporation incubated for 48 hrs prior to [3H]-hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis,K1,8.46,high_potency,8.46,chloroquine/pyrimethamine resistant,"CQR, PYRR",elite,1,5948
CHEMBL3215722,,,380.24,0.0,1.37,31,N=C(N)c1ccc(-c2cc(-c3ccc(C(=N)N)cn3)on2)nc1,IC50,'=',134.0,nM,6.87,,,UO_0000065,0,CHEMBL3108258,organism-based format,,CHEMBL3102749,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine/pyrimethamine-resistant Plasmodium falciparum K1 infected in human red blood cells assessed as [3H]-hypoxanthine incorporation incubated for 48 hrs prior to [3H]-hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis,K1,6.87,active,6.87,chloroquine/pyrimethamine resistant,"CQR, PYRR",active,1,5948
CHEMBL3234082,,,417.41,0.0,4.49,46,CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4ccc(C(F)(F)F)cc4)nn23)cc1,IC50,'=',189.0,nM,6.72,,,UO_0000065,0,CHEMBL3241687,organism-based format,,CHEMBL3232977,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-sensitive Plasmodium falciparum NF54,NF54,6.72,active,6.72,drug sensitive,MDS,active,2,4725
CHEMBL4576616,,,436.32,1.0,6.02,10,N#Cc1c(C(F)(F)F)cc(Nc2ccc(OC(F)(F)F)cc2)n2c1nc1ccccc12,IC50,'=',170.0,nM,6.77,,,UO_0000065,0,CHEMBL4373124,organism-based format,,CHEMBL4371072,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive asexual blood stage of Plasmodium falciparum NF54 infected in human RBC assessed as reduction in [3H]hypoxanthine incorporation preincubated for 48 hrs followed by [3H]hypoxanthine addition measured after 24 hrs by liquid scintillation counting method,NF54,6.77,active,6.77,chloroquine sensitive,CQS,active,2,4725
CHEMBL4207300,,,349.38,0.0,0.39,1,COc1c2c(cc3c1OCO3)[C@@]13CC[N@@](C2)[C@@H]1[C@H](O)[C@H](OC)C[C@H]3O,IC50,'=',37000.0,nM,4.43,,,UO_0000065,0,CHEMBL4182253,organism-based format,,CHEMBL4177705,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant ring stage Plasmodium falciparum Dd2 after 72 hrs by SYBR green 1 dye based assay,Dd2,4.43,inactive,4.43,chloroquine resistant,CQR,inactive,1,3864
CHEMBL3115705,,,288.74,0.0,2.39,8,OCCCc1cn(-c2ccnc3cc(Cl)ccc23)nn1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL3119713,organism-based format,,CHEMBL3112485,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant and mefloquine-sensitive Plasmodium falciparum W2 infected in human erythrocytes after 48 hrs by HRP2-ELISA,W2,5.0,inactive,5.01,chloroquine resistant and mefloquine sensitive,"CQR, MEFS",inactive,2,5923
CHEMBL3585413,,,290.37,0.0,3.63,3,NCCCNc1c2ccccc2nc2c1[nH]c1ccccc12,IC50,'=',17.2,nM,7.76,,,UO_0000065,0,CHEMBL3587632,organism-based format,,CHEMBL3585310,1,Scientific Literature,Medchemcomm,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54,NF54,7.76,high_potency,7.76,chloroquine sensitive,CQS,elite,2,4725
CHEMBL1800839,,,425.48,0.0,3.9,10,CC(C)[C@H](N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1,IC50,'=',30.0,nM,7.52,,,UO_0000065,0,CHEMBL1803331,organism-based format,,CHEMBL1800027,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in human erythrocytes assessed as decrease in parasitemia after 72 hrs,3D7,7.52,high_potency,7.52,,,elite,2,7375
CHEMBL1800636,,,429.45,0.0,3.79,34,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2cc(F)cc(F)c2)C1,IC50,'=',244.0,nM,6.61,,,UO_0000065,0,CHEMBL1803332,organism-based format,,CHEMBL1800027,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum W2 infected in human erythrocytes assessed as decrease in parasitemia after 72 hrs,W2,6.61,active,6.61,,,active,2,5923
CHEMBL1796409,,,300.31,0.0,3.67,3e,CCc1ccc(C2OOC(c3ccc(C=O)cc3)OO2)cc1,IC50,'=',10900.0,nM,4.96,,,UO_0000065,0,CHEMBL1798901,organism-based format,,CHEMBL1795212,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum D6 assessed as plasmodial LDH activity after 72 hrs,D6,4.96,inactive,4.96,,,inactive,2,2297
CHEMBL3581851,,,381.24,0.0,4.24,14e,O=C(NCCCNc1nc2cc(F)ccc2[nH]1)c1cc(Cl)cc(Cl)c1,IC50,'=',120.0,nM,6.92,,,UO_0000065,0,CHEMBL3584387,organism-based format,,CHEMBL3580590,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7A infected in red blood cells assessed as inhibition of parasite growth after 24 hrs by [3H]hypoxanthine incorporation assay,3D7,6.92,active,6.92,,,active,1,7375
CHEMBL3581821,,,324.38,0.0,2.8,13q,COc1cccc(C(=O)NCCCNc2nc3ccccc3[nH]2)c1,IC50,'=',930.0,nM,6.03,,,UO_0000065,0,CHEMBL3584387,organism-based format,,CHEMBL3580590,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7A infected in red blood cells assessed as inhibition of parasite growth after 24 hrs by [3H]hypoxanthine incorporation assay,3D7,6.03,active,6.03,,,active,1,7375
CHEMBL3581808,,,328.8,0.0,3.45,13d,O=C(NCCCNc1nc2ccccc2[nH]1)c1ccc(Cl)cc1,IC50,'=',1080.0,nM,5.97,,,UO_0000065,0,CHEMBL3584387,organism-based format,,CHEMBL3580590,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7A infected in red blood cells assessed as inhibition of parasite growth after 24 hrs by [3H]hypoxanthine incorporation assay,3D7,5.97,inactive,5.97,,,inactive,1,7375
CHEMBL3261880,,,331.54,1.0,5.11,3,CC(C)=CCC/C(C)=C/CNCCOC1C2CC3CC(C2)CC1C3,IC50,'=',2400.0,nM,5.62,,,UO_0000065,0,CHEMBL3267780,organism-based format,,CHEMBL3259693,1,Scientific Literature,J Med Chem,,Antimicrobial activity against Plasmodium falciparum 3D7 by intraerythrocytic assay,3D7,5.62,inactive,5.62,,,inactive,1,7375
CHEMBL3261881,,,331.54,1.0,5.11,4,CC(C)=CCC/C(C)=C/COCCNC1C2CC3CC(C2)CC1C3,IC50,'=',2800.0,nM,5.55,,,UO_0000065,0,CHEMBL3267780,organism-based format,,CHEMBL3259693,1,Scientific Literature,J Med Chem,,Antimicrobial activity against Plasmodium falciparum 3D7 by intraerythrocytic assay,3D7,5.55,inactive,5.55,,,inactive,1,7375
CHEMBL3577103,,,402.49,0.0,4.47,4b,C=CCc1cc(OC)c(O[C@@H](C)Cc2cc(OC)c(OC)c(OC)c2)c(OC)c1,IC50,'=',3300.0,nM,5.48,,,UO_0000065,0,CHEMBL3579562,organism-based format,,CHEMBL3576795,1,Scientific Literature,J Nat Prod,,Antiplasmodium activity against chloroquine-resistant intraerythrocytic stage of Plasmodium falciparum Dd2 assessed as parasite growth inhibition after 72 hrs by SYBR Green I staining-based assay,Dd2,5.48,inactive,5.495,chloroquine resistant,CQR,inactive,2,3864
CHEMBL3577189,,,356.37,0.0,3.02,8,C=CC[C@@]12C[C@]3(OCOC3=CC1=O)[C@@H](C)[C@@H]2c1cc(O)c2c(c1)OCO2,IC50,'=',42000.0,nM,4.38,,,UO_0000065,0,CHEMBL3579562,organism-based format,,CHEMBL3576795,1,Scientific Literature,J Nat Prod,,Antiplasmodium activity against chloroquine-resistant intraerythrocytic stage of Plasmodium falciparum Dd2 assessed as parasite growth inhibition after 72 hrs by SYBR Green I staining-based assay,Dd2,4.38,inactive,4.465,chloroquine resistant,CQR,inactive,2,3864
CHEMBL3260207,,,264.33,0.0,4.09,1b,C/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,IC50,'=',3400.0,nM,5.47,,,UO_0000065,0,CHEMBL3268260,organism-based format,,CHEMBL3259800,1,Scientific Literature,Eur J Med Chem,,Antimicrobial activity against chloroquine-resistant and mefloquine-sensitive Plasmodium falciparum W2 infected in human erythrocytes after 48 hrs by SYBR Green I assay,W2,5.47,inactive,5.47,chloroquine resistant and mefloquine sensitive,"CQR, MEFS",inactive,2,5923
CHEMBL3260208,,,264.33,0.0,4.09,1c,C/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,IC50,'=',2400.0,nM,5.62,,,UO_0000065,0,CHEMBL3268260,organism-based format,,CHEMBL3259800,1,Scientific Literature,Eur J Med Chem,,Antimicrobial activity against chloroquine-resistant and mefloquine-sensitive Plasmodium falciparum W2 infected in human erythrocytes after 48 hrs by SYBR Green I assay,W2,5.62,inactive,5.62,chloroquine resistant and mefloquine sensitive,"CQR, MEFS",inactive,2,5923
CHEMBL1807310,,,351.84,1.0,5.19,4,CC1(C)COC(c2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)=N1,IC50,'=',308.0,nM,6.51,,,UO_0000065,0,CHEMBL1809782,organism-based format,,CHEMBL1806493,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 after 48 hrs using Hema 3 staining by microscopic analysis,3D7,6.51,active,6.51,chloroquine sensitive,CQS,active,1,7375
CHEMBL4450941,,,515.4,0.0,4.11,2,Cc1c(CCO)sc[n+]1CCCCCCCCCCCCC(=N)N,IC50,'=',2.2,nM,8.66,,,UO_0000065,0,CHEMBL4349900,organism-based format,,CHEMBL4346733,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum Nigerian after 48 hrs by [3H]-hypoxanthine incorporation assay,Nigerian,8.66,high_potency,8.66,chloroquine sensitive,CQS,elite,1,187
CHEMBL611923,,,526.8,2.0,8.44,7a,CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,'=',13320.0,nM,4.88,,,UO_0000065,0,CHEMBL4185063,organism-based format,,CHEMBL4184121,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human erythrocytes,W2,4.88,inactive,4.88,chloroquine resistant,CQR,inactive,1,5923
CHEMBL571294,,,526.8,2.0,8.3,10b,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(C)C)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,'=',12110.0,nM,4.92,,,UO_0000065,0,CHEMBL4185063,organism-based format,,CHEMBL4184121,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human erythrocytes,W2,4.92,inactive,4.92,chloroquine resistant,CQR,inactive,1,5923
CHEMBL4218640,,,404.55,0.0,4.04,3,CO[C@H]1C/C=C/[C@@H](O)CC(=O)O[C@@H](/C=C(/C)CO)C/C=C/C=C/C[C@H](C)/C=C/1C,IC50,'=',24000.0,nM,4.62,,,UO_0000065,0,CHEMBL4184978,organism-based format,,CHEMBL4184117,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum FCR3 infected in human type A+ erythrocytes assessed as growth inhibition after 72 hrs by LDH assay,FcR3,4.62,inactive,4.62,chloroquine sensitive,CQS,inactive,1,436
CHEMBL3603872,,,374.47,0.0,2.34,22,CN(Cc1ccccc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,IC50,'=',256.0,nM,6.59,,,UO_0000065,0,CHEMBL3606488,organism-based format,,CHEMBL3603753,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in erythrocytes incubated for 48 hrs by [3H]hypoxanthine incorporation assay,3D7,6.59,active,6.505,,,active,2,7375
CHEMBL3798653,,,420.39,1.0,5.26,18,Cc1ccc(-c2ccc3ncc4[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,IC50,'=',180.0,nM,6.75,,,UO_0000065,0,CHEMBL3800920,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive asexual blood stage of Plasmodium falciparum 3D7 infected in RBC after 72 hrs by SYBR Green assay,3D7,6.74,active,6.74,chloroquine sensitive,CQS,active,1,7375
CHEMBL3800229,,,419.41,1.0,5.56,33,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccccc4)ccc3ncc21,IC50,'=',442.0,nM,6.36,,,UO_0000065,0,CHEMBL3800920,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive asexual blood stage of Plasmodium falciparum 3D7 infected in RBC after 72 hrs by SYBR Green assay,3D7,6.35,active,6.35,chloroquine sensitive,CQS,active,1,7375
CHEMBL3798893,,,448.4,0.0,4.65,40,NC(=O)c1ccc(-c2ccc3ncc4[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cc1,IC50,'=',109.0,nM,6.96,,,UO_0000065,0,CHEMBL3800920,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive asexual blood stage of Plasmodium falciparum 3D7 infected in RBC after 72 hrs by SYBR Green assay,3D7,6.96,active,6.96,chloroquine sensitive,CQS,active,1,7375
CHEMBL3799566,,,462.43,0.0,4.66,41,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccc(C(N)=O)cc4)ccc3ncc21,IC50,'=',38.0,nM,7.42,,,UO_0000065,0,CHEMBL3800920,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive asexual blood stage of Plasmodium falciparum 3D7 infected in RBC after 72 hrs by SYBR Green assay,3D7,7.42,active,7.42,chloroquine sensitive,CQS,active,1,7375
CHEMBL3298390,,,296.2,0.0,3.82,28,OC(CNCc1ccccc1)c1ccc(Cl)c(Cl)c1,IC50,'=',700.0,nM,6.16,,,UO_0000065,0,CHEMBL3373754,organism-based format,,CHEMBL3297665,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against ring stage Plasmodium falciparum 3D7A infected in erythrocytes incubated for 24 hrs prior to [3H]hypoxanthine incorporation measured after 24 hrs,3D7,6.15,active,6.15,,,active,1,7375
CHEMBL3589984,,,656.95,2.0,6.69,10d,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,IC50,'=',392.2,nM,6.41,,,UO_0000065,0,CHEMBL3592467,organism-based format,,CHEMBL3588788,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 assessed as reduction in parasite viability by parasite lactate dehydrogenase assay,3D7,6.41,active,6.41,,,active,1,7375
CHEMBL3589985,,,640.95,2.0,7.72,11d,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccccc12,IC50,'=',320.3,nM,6.49,,,UO_0000065,0,CHEMBL3592467,organism-based format,,CHEMBL3588788,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 assessed as reduction in parasite viability by parasite lactate dehydrogenase assay,3D7,6.49,active,6.49,,,active,1,7375
CHEMBL3238458,,,485.49,1.0,5.75,5g,CCOC(=O)c1cn(CC)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,IC50,'=',32200.0,nM,4.49,,,UO_0000065,0,CHEMBL3242157,organism-based format,,CHEMBL3232776,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 50 hrs by SYBR Green1 dye-based fluorescence assay,3D7,4.49,inactive,4.49,chloroquine sensitive,CQS,inactive,1,7375
CHEMBL3233230,,,485.49,1.0,6.06,6i,CCCCn1cc(C(=O)O)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,IC50,'=',40400.0,nM,4.39,,,UO_0000065,0,CHEMBL3242157,organism-based format,,CHEMBL3232776,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 50 hrs by SYBR Green1 dye-based fluorescence assay,3D7,4.39,inactive,4.39,chloroquine sensitive,CQS,inactive,1,7375
CHEMBL3120275,,,409.48,0.0,4.78,18,CNc1nc(NCCCN(C)C)c2sc(-c3cccc(C(F)(F)F)c3)cc2n1,IC50,'=',13.0,nM,7.89,,,UO_0000065,0,CHEMBL3123464,organism-based format,,CHEMBL3120127,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,7.89,high_potency,7.89,multidrug sensitive,MDS,elite,1,4725
CHEMBL2442611,,,377.41,0.0,1.74,21b,CO/N=C(\N)c1ccc(-c2cncc(-c3ccc(/C(N)=N\OC)cc3)n2)cn1,IC50,'=',453.0,nM,6.34,,,UO_0000065,0,CHEMBL2444844,organism-based format,,CHEMBL2440077,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 assessed as [3H]-hypoxanthine incorporation after 48 hrs by liquid scintillation counting analysis,K1,6.34,active,6.34,,,active,1,5948
CHEMBL315158,,,312.45,1.0,5.27,3,CCC[C@@H]1CCCCC12OOC1(CCCC[C@@H]1CCC)OO2,IC50,'=',39.0,nM,7.41,,,UO_0000065,0,CHEMBL754952,organism-based format,,CHEMBL1133466,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2,W2,7.41,active,7.41,chloroquine resistant,CQR,active,2,5923
CHEMBL91087,,,568.67,2.0,7.88,9e,CCc1ccc(-c2ccc(/C=C/C(=O)Nc3ccc(NC(=O)Cc4ccc(C)cc4)c(C(=O)c4ccccc4)c3)o2)cc1,IC50,'=',88.0,nM,7.06,,,UO_0000065,0,CHEMBL762988,organism-based format,,CHEMBL1135339,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibitory concentration against multidrug-resistant Plasmodium falciparum Dd2.,Dd2,7.06,active,7.06,multidrug resistant,MDR,active,1,3864
CHEMBL3589004,,,476.65,1.0,5.62,3,CC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@H]4[C@@H]3C[C@H](OC(C)=O)[C@@H]2C1,IC50,'=',32700.0,nM,4.49,,,UO_0000065,0,CHEMBL3592467,organism-based format,,CHEMBL3588788,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 assessed as reduction in parasite viability by parasite lactate dehydrogenase assay,3D7,4.49,inactive,4.49,,,inactive,1,7375
CHEMBL518529,,,490.51,0.0,4.05,20,CO[C@@H]1O[C@H](C)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,IC50,'=',36000.0,nM,4.44,,,UO_0000065,0,CHEMBL978458,organism-based format,,CHEMBL1158069,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 as parasite DNA microfluorimetric assay,W2,4.44,inactive,4.44,chloroquine resistant,CQR,inactive,1,5923
CHEMBL509803,,,608.74,2.0,6.86,21,COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1[C@@H](C2)N(C)CC3,IC50,'=',263.0,nM,6.58,,,UO_0000065,0,CHEMBL975631,organism-based format,,CHEMBL1157985,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected human erythrocytes as [3H]hypoxanthine uptake after 24 hrs,W2,6.58,active,6.58,chloroquine resistant,CQR,active,2,5923
CHEMBL138158,,,321.2,1.0,5.29,121,CCOc1ccc(C(=O)/C=C/c2ccc(Cl)cc2Cl)cc1,IC50,'=',96000.0,nM,4.02,,,UO_0000065,0,CHEMBL880957,organism-based format,,CHEMBL1134841,1,Scientific Literature,J Med Chem,,Inhibition of [3H]hypoxanthine incorporation in Plasmodium falciparum K1,K1,4.02,inactive,4.02,,,inactive,1,5948
CHEMBL2042179,,,597.16,2.0,6.5,8b,Cc1ccc(/C=C/C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCc2ccccc2)C(=O)Nc2ccnc3cc(Cl)ccc23)cc1,IC50,'=',1960.0,nM,5.71,,,UO_0000065,0,CHEMBL2045262,organism-based format,,CHEMBL2040839,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant blood-stage Plasmodium falciparum W2 after 48 hrs by flow cytometric analysis,W2,5.71,inactive,5.71,chloroquine resistant,CQR,inactive,1,5923
CHEMBL2042185,,,617.58,2.0,6.84,8h,CC(C)C[C@@H](NC(=O)/C=C/c1ccc(Cl)cc1)C(=O)N[C@H](CCc1ccccc1)C(=O)Nc1ccnc2cc(Cl)ccc12,IC50,'=',2890.0,nM,5.54,,,UO_0000065,0,CHEMBL2045262,organism-based format,,CHEMBL2040839,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant blood-stage Plasmodium falciparum W2 after 48 hrs by flow cytometric analysis,W2,5.54,inactive,5.54,chloroquine resistant,CQR,inactive,1,5923
CHEMBL320546,,,335.4,0.0,2.77,21,COC(=O)C1C2c3ccccc3C(c3ccccc32)C1C(=O)N(C)C,IC50,'=',32000.0,nM,4.5,,,UO_0000065,0,CHEMBL759672,organism-based format,,CHEMBL1135512,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against multidrug-resistant Plasmodium falciparum W2 Indochina,W2,4.49,inactive,4.49,multidrug resistant,MDR,inactive,1,5923
CHEMBL2041954,,,272.76,0.0,4.43,19,Clc1ccc(Sc2ncnc3ccccc23)cc1,IC50,'=',4400.0,nM,5.36,,,UO_0000065,0,CHEMBL2045333,organism-based format,,CHEMBL2040813,1,Scientific Literature,Bioorg Med Chem Lett,,"Antiplasmodial activity against chloroquine, pyrimethamine, and proguanil-resistant Plasmodium falciparum K1 infected in human A+ erythrocytes after 72 hrs by SYBR Green-I fluorescence-based method",K1,5.36,inactive,5.36,chloroquine pyrimethamine and proguanil resistant,"CQR, PYRR, PRGR",inactive,1,5948
CHEMBL2041949,,,369.7,1.0,5.92,14,Cc1ccc(Sc2nc(C(Cl)(Cl)Cl)nc3ccccc23)cc1,IC50,'=',1600.0,nM,5.8,,,UO_0000065,0,CHEMBL2045333,organism-based format,,CHEMBL2040813,1,Scientific Literature,Bioorg Med Chem Lett,,"Antiplasmodial activity against chloroquine, pyrimethamine, and proguanil-resistant Plasmodium falciparum K1 infected in human A+ erythrocytes after 72 hrs by SYBR Green-I fluorescence-based method",K1,5.8,inactive,5.8,chloroquine pyrimethamine and proguanil resistant,"CQR, PYRR, PRGR",inactive,1,5948
